id	stream	commit	status	design	windows	frame	n	neff	r_w	r_u	parent	claim	test	effect	gates	note
E36	hypothesis	ff82e30	discard	gap-trajectory	2011->2024|2014->2024	pan_grp:5 slices		5.7-7.0				Registered RESOURCE/ASCRIPTION dividing line REJECTED: the access-converges/use-diverges split does not generalize as a two-class rule -- employment narrows on BOTH margins and the gender frame is a coin flip on both	log-odds gap trajectories, 5 axes x 2 margins, dev panel (access 2011-2024, usage 2014-2024); primary = unweighted share of economies narrowing	P1 laborforce access 64.5% / usage 57.4% (bar: access>=60%, usage<50%) FAIL; P2 gender access 54.5% / usage 53.2% (bar 60% both) FAIL; asymmetry gradient income +23.3pp > educ +18.0 > labor +7.1 > gender +1.3 > age -0.9	G3 ok, G4 ok (77c/76c), G6 flips gender wmean (-0.266 -> +0.057), BH 4/10 at q=0.10, neff 5.7-7.0 vs n 60-66	originals reproduce inside the file (E31 income/education, E34 age); gender is a pure big-country artifact (wmean -0.266 vs unwtd -0.002); asymmetry ordering matches the hypothesis but is logged as observation, not keep (not the pre-registered statistic); B3 lineage cap E31->E34->E36 now reached
U21	micro	edeec8a	discard	micro-cross-section	2024	micro						Registered CONNECTIVITY-GATE claims REJECTED: among accountholders the offline gap in digital-payment use (+13.6pp) is SMALLER than the education gap (+16.8pp), and connectivity absorbs only 22.8% of the education gradient (bar 30%)	weighted anydigpayment rates by internet_use / educ / inc_q, unconditional vs account-conditional vs account-and-connectivity-conditional (2024 micro, pooled)	C1 13.6pp >= 5pp but < educ 16.8pp FAIL; C2 absorption 22.8% < 30% FAIL; account holding absorbs 55.5% of the unconditional +30.5pp connectivity gap	M1 ok, M2 ok (min cell 565), M3 ok (0.0pp dev, 10/9 economies)	first use of internet_use (untouched column, Program 5.3/5.4); meaningful negative -- unlike every other ruler axis, the connectivity gradient is MOSTLY an access story; item 5.4 profile: offline share among accountholders 43.6% primary-or-less vs 2.3% tertiary, 34.6% at 65+, 22.7% rural vs 11.8% urban, sex nearly flat
E37	hypothesis	82cc2d1	discard	level-to-change	2014->17|2017->21|2021->24	pan_dev		7.5				Registered SEQUENCING-LADDER claim REJECTED: the level of a rung at t does NOT predict subsequent growth of the rung above it -- only 1 of 3 rungs clears the bar and that one is a big-country artifact (dev panel, three transitions pooled)	Program 6 items 6.1-6.3, FIRST lagged design (rule B5): level(up) at t vs delta(down) over t->t+1, stacked over 2014->17/2017->21/2021->24, pop-weighted corr; own-level partial (E5b residualization) and the convergence benchmark r(L_down,d_down) reported per rung; B6 bootstrap resamples COUNTRIES carrying all their transitions	R1 account->d(digital pay) r=+0.066 CI[-0.232,+0.169] p_boot=0.669; R2 digital pay->d(formal saving) r=+0.447 CI[+0.113,+0.633] p_boot=0.000 BUT G6 drop-top-5 +0.126 (retention 0.28) and 2014->17 flips to -0.434; R3 formal saving->d(borrow_any_t_d) r=-0.126 CI[-0.217,-0.031], per-window +0.295/+0.280/-0.742	G3 ok (4 headline cols), G4 ok (77c, pop 1.0 all margins), G6 R1 FLIPS (+0.066->-0.177) R2 retention 0.28 R3 n/a at magnitude, B6 2000-draw country bootstrap + Kish neff	neff 7.5 COUNTRY-level (row-level 22.2 is a stacking artifact -- three rows per economy triple the weight sum without adding an economy); pooled R3 hides a sign flip across windows; opens and effectively closes Program 6 items 6.1-6.4; untouched module borrow_any_t_d now used
E38	hypothesis	861d384	discard	partial	2014->17|2017->21|2021->24	pan_dev		7.5				Registered PROMOTION of E5b REJECTED and a DEMOTION recommended: the accounts-first pattern REVERSES SIGN between consecutive windows (-0.654 / +0.591 / -0.595) and every window collapses under the jackknife	E5b construction exactly (usage intensity g20_any/account_t_d at t, partialled against d account_t_d over t->t+1 holding the account level at t, pop-weighted LS residualization) on 2014->17 and 2017->21, with 2021->24 recomputed in-file (E35 convention); B6 bootstrap 2000 + Kish neff per window	2014->17 partial -0.654 CI[-0.835,+0.055] p_boot=0.070 G6 -0.266 (ret 0.41); 2017->21 partial +0.591 CI[-0.185,+0.786] p_boot=0.314 G6 +0.031 (ret 0.05); 2021->24 partial -0.595 CI[-0.771,+0.201] p_boot=0.352 G6 -0.030 (ret 0.05); convergence benchmarks -0.359/-0.126/-0.301	G4 ok (77c each window), G6 FAIL all three windows on the E4 magnitude rule (retention 0.41/0.05/0.05), B6 all three intervals straddle zero, reproduction check on the original window exact (-0.595 vs -0.595 on record)	neff 7.5 per window. The pre-registered promotion rule mechanically PASSED (2014->17 clears -0.30 sign-stably) while the pre-registered demotion rule ALSO fired; resolved against promotion under the standing E4 rule, and the rule itself is faulted for not requiring the other earlier window to agree -- it flips sign. RECOMMEND DEMOTING E5b keep-window -> discard (second pending demotion, with E7 from E32)
E39	hypothesis	950df00	keep	distribution	all4	pan_dev						The 2021-24 formal-saving surge IS a within-country episode, not an aggregate artifact -- but it is a BALANCE-SHEET window, not a digitalization one: saving and borrowing peak in 2021-24 while account ownership peaked in 2011-14 and digital payments in 2014-17 (dev panel, all four transitions)	Program 1 item 1.5: distribution of per-country change by transition on pan_dev, four windows incl. 2011->2014; PRIMARY = unweighted share of economies with change >= +10pp and unweighted median; unique iff share >= 1.5x the best earlier window AND median is the largest of the four; three context margins and consecutive-window Spearman reported	formal saving share>=+10pp by window 6.5/2.6/20.8/42.1% and median +2.76/+0.01/+4.37/+8.29pp -- both conditions pass (42.1% vs bar 31.2%); account 49.4/41.6/35.1/24.7% (peak 2011-14, monotone decline); digital payments 48.1/45.5/21.1% (peak 2014-17); any borrowing 5.2/22.1/52.6% (peak 2021-24, median +10.59pp); consecutive-window Spearman all <= +0.07	G4 ok (77c 2021 pop 1.0; 76c 2024 pop 0.974), G5 ok (max dev 1.7pp vs official developing aggregate, tol 2.5), G6 n/a for an unweighted share -- reported as the weighted/unweighted contrast (saving 2021-24 wtd +13.72 vs unwtd mean +9.14, median +8.29)	Survives the E31 critique: the weighted mean overstates the typical economy but the UNWEIGHTED median is still the largest of the four. No bootstrap, as pre-registered (share statistic, B6 binds on associations). Uneven wave spacing (3/3/4/3 yrs) and the pandemic-period 2021 wave declared, not adjusted for. Uses 2011->2014, the thinnest transition, and borrow_any_t_d, an untouched module.
E40	hypothesis	b83d5a7	keep	audit	all windows	pan_dev		9.5				Ledger-wide BH + de-weighting audit (33 association tests, six designs, three windows): the kept ledger survives BH on the bootstrap p (18/20) and the two failures are exactly the two pending demotions -- but at the TRUE degrees of freedom (Kish neff median 7.2) only 1 of 33 survives, and the weighting sets the keep/discard boundary in BOTH directions	BH q=0.10 over 33 pop-weighted correlations on p_boot / p_neff / p_nominal, unweighted twin, 2000-draw country bootstrap, Kish neff, G6 with E4 retention	A 18/20=90% (bar 50%) PASS; B 16/20=80% (bar 80%) PASS; C 2 boundary discards E16 (+0.198w/+0.555u) and E26 (+0.294w/+0.364u) vs bar <=1 FAIL; p_neff BH 1/33 (only E22a, neff 9.5); p_nominal BH 26/33; median de-weighting shift -0.051; 16 rows triple-clean	reproduction 33/33 within 0.02 (max dev 0.0005); B7 satisfied; no new association, no B4 exposure	E7 and E5b are the ONLY kept rows failing both BH(p_boot) and the E4 retention rule -> demotions executed this cycle. E13 newly flagged: it fails the unweighted lens in BOTH windows (E13 +0.188, its replication E30b +0.248). E26 de-weighted clears 0.30, so the Section 6 welfare boundary is measure- AND weighting-dependent.
E41	hypothesis	38dd212	keep-window	delta-delta	2021->2024	pan_dev		7.2			E39	The untouched merchant-payment margin sorts with the DIGITAL RAILS, not the balance sheet: only 26.3% of developing panel economies gained >=10pp in 2021-24 (vs 42.1% formal saving, 52.6% borrowing, 21.1% digital payments) -- an out-of-sample check that E39 passes on a fifth margin. The registered co-movement with the saving surge FAILS.	P1 share of economies with d merchant_pay >= +10pp vs a <42.1% bar; P2 pop-weighted r(d merchant_pay, d fin17a_17a1_d) vs 0.30 with G6 + E4 retention + B6 bootstrap/neff/unweighted twin	P1 26.3% (binomial 95% +-9.9) PASS; P2 r_w=+0.039 r_u=+0.418 G6=+0.421 CI[-0.300,+0.855] p_boot=0.739 n=76 neff=7.2 FAIL; context r(d merchant,d g20)=+0.383 CI[+0.097,+0.757] p_boot=0.008, r(d merchant,d borrow)=+0.259 ret 0.32	G3 sole column in module, item wording undocumented (declared); G4 76c 97.4%; G6 ok; B6 done; B4 cannot ever promote (two waves)	B2 breadth cell for the 2026-08-11 cycle (merchant_pay, zero prior mentions). Parent E39. P2 is the THIRD live instance of agenda item 2.5 and the largest gap yet: weighted +0.039 vs unweighted +0.418 with drop-top-5 at +0.421 -- the weighting decides keep/discard.
E42	hypothesis	bc3d7eb	keep-general-unweighted	delta-delta-multi	all4	pan_dev		7.2			E40	Account-ownership growth and formal-saving growth co-move across the developing panel in ALL FOUR wave transitions under the UNWEIGHTED lens, and in three of four under the population-weighted lens -- E16 was a strong association measured in the one window where the weighting cancels it, and that cancellation is CHINA ALONE	P1 B9 re-status: reproduce E16/E26 2021-24 under both lenses vs E40's record (bar 0.02). P2 B8 on the unweighted lens: r_u(d account_t_d, d fin17a_17a1_d) >= +0.30 and positive in ALL THREE earlier windows. P3 leave-one-economy-out on the 2021-24 weighted cell (bar max |dr_w| >= 0.20 = single-economy artifact). B6 throughout: 2000-draw country bootstrap, Kish neff, both lenses	P1 PASS both reproduce exactly (E16 +0.198w/+0.555u, E26 +0.294w/+0.364u), both re-statused discard-weighted. P2 KEEP 3/3: r_u = +0.470 [+0.259,+0.641] / +0.361 [+0.171,+0.524] / +0.394 [+0.171,+0.593] for 2011-14 / 2014-17 / 2017-21, all p_boot <= 0.001; weighted twins +0.431/+0.736/+0.641 (weighted clears 0.30 in 3 of 4 windows, failing only 2021-24). P3 SINGLE-ECONOMY: drop China +0.198 -> +0.726 (dr_w +0.527) vs drop India +0.074; cumulative drop-top-1..5 = +0.726/+0.714/+0.718/+0.740/+0.741. De-weighting shift by window +0.039/-0.375/-0.247/+0.357	G3 ok (both headlines), G4 ok (76-77c), G6 ok all windows (retention 1.03/1.25/0.81/1.33), B6 ok (CIs exclude zero in all four windows), B8 ok on the unweighted lens, B9 lens named in the status, B10 neff reported (7.5/7.5/7.5/7.2 weighted; neff = n = 77 unweighted)	Program 2 item 2.6. Parent E40. PEEK DISCLOSURE: the choice to test this association unweighted was informed by E40 having computed the 2021-24 unweighted value, so THAT cell carries no evidential weight here -- the keep rests on the three earlier windows, unknown at registration. PROTOCOL-LEVEL FINDING: E40's 'BH rejects 1/33 at neff ~ 7' is a critique of the WEIGHTED ledger specifically; an unweighted correlation over 77 economies has neff = n, so the degrees-of-freedom objection does not transfer to the unweighted lens. Surviving caveats: economies are not independent draws (regional clustering unmodelled), and the unweighted statistic describes the typical ECONOMY where the weighted one describes the typical PERSON. Also: neff is not smooth in sample size -- dropping China moves neff 7.2 -> 7.8 while transforming r_w, and only dropping India too takes it to 24.6
E43	hypothesis	d4a5a01	keep-window	gap-trajectory	2021->2024	pan_grp:5 slices		5.6			E39	The 2021-24 formal-saving surge reached EVERY demographic slice: in all five usable pan_grp dimensions the disadvantaged group's population-weighted gain exceeds +5pp (+7.4 to +16.0pp) and 29-56% of developing panel economies delivered the disadvantaged half a >= +10pp gain, against E39's 42.1% all-adults reference. The young are the only slice that OUT-gained its advantaged counterpart	pan_grp, developing panel, d fin17a_17a1_d 2021->2024, five dimensions (gender/income/education/age_cat/laborforce; urbanicity excluded as single-wave). Bars per dimension: (a) disadvantaged pop-weighted delta >= +5.0pp AND (b) unweighted share of economies with disadvantaged delta >= +10pp is >= 25%. KEEP if both hold in >= 4 of 5. Secondary (registered, no keep): unweighted share of economies where the pp gap narrowed, vs a 50% reference, with G6 and the unweighted mean change. B6: 2000-draw country bootstrap, country-level Kish neff per E37 rule (i)	PRIMARY KEEP 5/5. wtd delta disadvantaged / advantaged: gender +12.79 [+7.35,+16.95] / +16.21; income +10.84 [+5.68,+15.36] / +16.91; education +11.57 [+2.62,+17.71] / +16.05; age_cat +16.02 [+10.18,+19.62] / +14.15; laborforce +7.40 [+5.05,+8.74] / +12.85. Share of economies >= +10pp, disadvantaged / advantaged: 47.3/47.3, 32.7/58.2, 29.1/63.6, 56.4/49.1, 31.5/55.6. SECONDARY: economies narrowing the pp gap = income 23.6% [12.7,34.5], education 29.1% [18.2,41.8], laborforce 25.9% [14.8,37.0] (all three CIs exclude 50%), gender 45.5% and age_cat 49.1% (coin flips); wtd/G6/unwtd gap changes agree in sign on all three resource axes	G3 ok (headline saving indicator), G4 ok (54-55 economies per dimension), G6 ok on the secondary (sign-stable on all three resource axes), B6 ok (bootstrap CIs on every share and weighted mean), B10 neff = 5.6 country-level (lower than the all-frame's 7.2: 55 economies, same giants)	Program 3 item 3.6, the cycle's B2 breadth cell -- four of the five frames were at <= 1 ledger mention. Parent E39. EXPLORATORY DIAGNOSTIC (unregistered, logged under the peek rule, no keep hangs on it): the scale-free log-odds twin of the SECONDARY does NOT support a relative widening -- income goes 23.6% -> 52.7% narrowing (a coin flip) with unweighted -0.078 and G6 -0.115 both turning negative, gender and laborforce flip sign between lenses. The registered pp-gap secondary must therefore NOT be read as 'the surge was regressive'; it is close to arithmetic given saving rose from a low base with the advantaged group starting higher. This is E21's discard reproduced on five axes instead of one. Under B4 the primary is a window claim, promotable only by replication on an earlier transition PROMOTION TEST FAILED (E44, 2026-08-15): none of the three earlier transitions clears the bars (0/5, 0/5, 1/5 dimensions) -- E43 stays keep-window, on record as failed rather than not-attempted.
E44	hypothesis	7227607	discard	gap-trajectory	all4	pan_grp:5 slices		4.2 / 4.6 / 4.8 / 5.6			E43	E43's saving-surge breadth claim does NOT replicate on any earlier transition (0/5, 0/5 and 1/5 dimensions clear its bars in 2011-14, 2014-17 and 2017-21 against 5/5 in 2021-24), so it stays keep-window; and the registered scale-relative REACH RATIO also fails -- but its own log-odds twin clears the bar in all five dimensions, making that failure a baseline artifact rather than a distributional fact	pan_grp, developing panel, d fin17a_17a1_d, five dimensions x four windows. P1: E43's bars verbatim ((a) disadvantaged pop-weighted delta >= +5.0pp AND (b) unweighted share of economies with disadvantaged delta >= +10pp is >= 25%; window passes at >= 4 of 5 dims), promotion under B4/B8 requires ALL THREE earlier windows to pass. P2: reach ratio = wtd disadvantaged delta / wtd advantaged delta >= 0.75 in >= 4 of 5 dims in every window where the advantaged delta >= +2.0pp (denominator filter declared up front). E35 rule: 2021-24 recomputed in-file first. B6 2000-draw country bootstrap, country-level Kish neff, unweighted twin, B12 named leave-one-out	P1 FAIL: dims clearing both bars = 0/5 (2011-14), 0/5 (2014-17), 1/5 (2017-21, age_cat), 5/5 (2021-24 recomputed). Bar (a) is nearly met in the earlier windows (+4.49 to +5.52pp in 2011-14; +0.32 to +6.41pp in 2017-21); bar (b) is missed widely (0.0-17.9% / 0.0-2.9% / 13.5-36.8% against 29.1-56.4% in 2021-24). 2014-17 declines in every slice (-3.65 to +2.35pp). P2 DISCARD: 3/4, no usable dims, 4/4 and 2/5 dimensions at ratio >= 0.75 across the four windows; 2021-24 ratios gender 0.789, income 0.641, education 0.721, age_cat 1.133, laborforce 0.576. EXPLORATORY log-odds twin of those same ratios: 0.875 / 0.864 / 0.918 / 1.107 / 0.845 -- all five clear 0.75, the lenses disagree on three of five	E35 in-file reproduction OK (max deviation 0.036pp over ten cells); G4 27-55 economies per dimension per window (thin in the earlier windows); B6 bootstrap CIs on every mean, share and ratio; B10 country-level neff 4.2 / 4.6 / 4.8 / 5.6 against nominal n 27 / 34 / 38 / 55; B12 largest leave-one-out is CHINA in all four windows (income slice, disadvantaged half: +4.90->+0.42, -3.38->+1.35, +5.57->+0.61, +10.84->+7.37pp)	Program 3 item 3.9. Parent E43 (first descendant). B2 cell: the pan_grp slice frames on wave transitions other than 2021-24, which the ledger had never entered. The P1 failure is a MAGNITUDE failure -- E39 had already established 2021-24 as the largest within-country saving episode of the four, so no earlier episode of comparable size existed for the breadth question to be asked of; the pre-registration declared that reading in advance. The P2 discard is the THIRD instance of the pp-baseline trap (after E21 and E43's secondary) and the first to bite a statistic registered as scale-relative -- proposed rule B13 widens the standing log-odds requirement from gaps to ANY ratio or difference of pp changes between groups at different baselines. Note for agenda item 1.4: 2014-17 declines on this margin in every slice, the slice-level counterpart of the save_any_t_d 53.1->43.6 drop
E45	hypothesis	2740316	discard	measurement	2024|2021->24	pan_dev		5.4-14.8			E41	The untouched fin31 digital-payment detail module is NEITHER a restatement of the g20_any headline (median |r_level| 0.745 weighted / 0.680 unweighted against a 0.80 bar, on both lenses) NOR cleanly independent (no item clears the registered independence definition). Its useful content is a SIGN: fin31d and fin31d_s are the only country-file columns that move AGAINST the digital-payment headline (-0.401 and -0.730 in 2024 levels, both lenses, through G6), and fin31d's level falls 47.1 -> 26.6pp across the decade while g20_any rises 34.3 -> 60.9 -- structurally a cash / non-digital residual margin	pan_dev, 2024 cross-section and d2021->24. Part A exploratory mapping pass (per-wave country counts and pop-weighted levels for all 9 fin31 columns, composites against parts), documented in HARNESS_V2_NOTES.md item 6 as INFERRED. Part B registered screen: qualifying items need >= 30 economies in BOTH 2021 and 2024; per item r_level = corr(item 2024 level, g20_any 2024 level) and r_delta = corr(item d2021-24, g20_any d2021-24), both lenses. KEEP the redundancy claim if median |r_level| >= 0.80 on BOTH lenses and no item is independent; an item is INDEPENDENT if |r_level| < 0.50 and |r_delta| < 0.30 on both lenses; DISCARD otherwise, naming the independent items	DISCARD: median |r_level| 0.745 wtd / 0.680 unwtd. Level correlations (wtd / unwtd): fin31a_31b +0.797/+0.815, fin31a +0.708/+0.626, fin31b +0.826/+0.822, fin31d -0.401/-0.358, fin31a_31b_s +0.759/+0.721, fin31a_s +0.719/+0.647, fin31b_s +0.810/+0.629, fin31d_s -0.730/-0.713. Delta correlations (wtd / unwtd): +0.404/+0.532, +0.378/+0.270, +0.209/+0.483, -0.113/-0.317, +0.664/+0.642, +0.482/+0.250, +0.609/+0.481, -0.158/-0.541. No item meets the independence definition. fin31c excluded (2024-only, level 0.6pp)	G3 g20_any declared as the headline variant and every fin31 item is a narrow variant of the same concept by construction (the overlap IS the hypothesis); G4 71 economies on the unsuffixed items, 36-59 on the _s family; B6 2000-draw bootstrap CI and p_boot on every correlation; B9 unweighted twin on all sixteen cells (the two lenses agree on the verdict here); B10 neff 5.4-14.8 against nominal n 29-71; B12 largest leave-one-out on fin31a_31b is BRAZIL at -0.042, drop-top-5 +0.821 -- a cell where every robustness lens agrees and no economy matters	New ground, the cycle's B2 breadth cell: fin31 had ZERO ledger mentions and was the best-covered untouched country module (9 cols x four waves x 77 economies). Parent E41. The registered independence definition was MIS-SPECIFIED and this is recorded as my own error: it was written to catch ORTHOGONAL items, so a strongly NEGATIVE item (fin31d_s at -0.730) fails it while being at least as interesting -- fin31d/fin31d_s are named as the module's new-ground target anyway, the first candidate in this loop for measuring the RETREAT of cash rather than the advance of digital payment. Item meanings are inferred from levels and coverage only (no questionnaire in the repo) and every future experiment on this module must repeat that caveat. Contrast worth carrying: E42's China cell moved r_w +0.198 -> +0.726 on one drop; this cell's largest drop is -0.042 at the same neff of 7.2, so low neff says the WEIGHTS are concentrated, not that the RESULT is fragile
E46	hypothesis	29603aa	inconclusive	measurement	all4	pan_dev + pan_hi	77 (dev) / 40 (hi)	7.5 / 9.2	na	na	E39/E44	The 2014->2017 fall in save_any_t_d (53.1 -> 43.6) is NOT a definitional break: the questionnaire is common to both income groups yet high-income economies ROSE in the same window (+1.65pp weighted, 45% falling), and the developing series returns to 53.0 in 2024, 0.1pp from its 2014 value, which an instrument change cannot do. Nor is it a clean behavioural decline: only 62.3% of economies fell, and 90.2% of the pp drop sits in the NON-FORMAL residual while formal saving moved -0.91pp. The decade series on this margin may be read as continuous	pan_dev + the untouched HIGH-INCOME panel frame (pan_all minus pan_dev, 40 economies), save_any_t_d and fin17a_17a1_d, all four transitions. Five pre-registered diagnostics with a verdict rule fixed in advance: (a) universality >= 80% of dev economies falling AND >= 20pp above the best other window; (b) high-income contamination >= 70% also falling; (c) component decoupling >= 70% of the drop in the residual; (d) persistence, never returns within 5pp of 2014 (reported, NOT in the rule); (e) G5 official cross-check, failure VOIDS. definitional if (a)&(b)&(c); real decline if (a) & not(b) & not(c); else inconclusive. E35 rule: ledger levels recomputed in-file before anything was read	INCONCLUSIVE, 1 of 3 rule diagnostics passes. (a) FAIL 62.3% [51.9, 72.7] vs 50.6% in 2017->21, margin 11.7pp. (b) FAIL 45.0% [30.0, 60.0], high-income weighted mean delta +1.65pp / unweighted median +1.38pp. (c) PASS 90.2% (d total -9.27, d formal -0.91, d residual -8.36; per economy total falls in 62.3%, formal in 49.4%). (d) FAIL, 2024 level 53.0 is 0.1pp from 2014. (e) PASS 1.52pp. Residual share by window: 90.2% / 376.2% / -29.7%	E35 in-file reproduction OK (2014 53.1, 2017 43.6, both exact); G3 both columns are declared headline variants; G4 77 dev / 40 high-income economies; G5 ok 1.52pp; B6 2000-draw bootstrap CI on every share; B10 country-level neff 7.5 (dev) and 9.2 (high income) against nominal n 77 and 40; B12 post-hoc named leave-one-out	Program 1 items 1.4 and 1.7, which were BLOCKING two agenda items. Parent E39/E44. B2 contribution: the HIGH-INCOME panel frame had zero prior ledger mentions. Two of the three rule failures are failures OF THE DEFINITIONAL HYPOTHESIS rather than ambiguities, which is why the inconclusive verdict still answers item 1.4 in the negative. What the design CANNOT separate, stated plainly: a real contraction in informal/at-home saving versus a change in how the non-formal channels were enumerated -- (c) locates the drop in the residual but cannot say why it moved. POST-HOC (labelled, not registered): the weighted -9.27pp is half CHINA -- dropping it gives -4.72pp, exactly the unweighted mean; India -1.41, Brazil -0.53; drop-top-5 -6.00pp. Caveat: the high-income panel has only 5 economies reporting this column in 2024, so its 2024 level (57.4) is uninterpretable and is used nowhere
E47	hypothesis	deef422	keep	measurement	2024	pan_dev	71	7.2	-0.552	-0.486	none	The untouched fin34 wage-payment-mode module contains a SECOND counter-moving margin, in a different module from E45 fin31d: fin34c correlates -0.552 weighted / -0.486 unweighted with the g20_any digital-payment headline in the 2024 developing-panel cross-section, through G6 (-0.553) with the largest single leave-one-out (Brazil) worth only +0.096. A labelled post-hoc wave table shows the orientation EMERGES rather than being a 2024 fact: +0.028/-0.122 (2014), -0.419/-0.323 (2017), -0.690/-0.367 (2021), -0.552/-0.486 (2024)	pan_dev, 2024 cross-section. Part A exploratory mapping pass over all 8 fin34 columns (per-wave economy counts and pop-weighted levels), documented as INFERRED. Part B registered orientation screen on the four unsuffixed items vs g20_any and account_t_d, with a FOUR-WAY classification fixing the bar E45 recorded as mis-specified: restatement |r| >= 0.80, aligned +0.30 <= r < 0.80, counter-moving r <= -0.30, independent |r| < 0.30, requiring BOTH lenses to agree (else mixed-lens under B9/B11). KEEP if at least one item counter-moves g20_any at <= -0.30 on both lenses. Coverage floor: >= 30 economies in 2024 AND weighted level >= 1.0pp	KEEP on fin34c. vs g20_any (r_w / CI / G6 / r_u): fin34a +0.751 [+0.586,+0.862] +0.684 +0.665 (aligned); fin34b +0.832 [+0.695,+0.923] +0.837 +0.723 (MIXED-LENS restatement/aligned); fin34c -0.552 [-0.745,-0.309] -0.553 -0.486 (COUNTER-MOVING). vs account_t_d: fin34a +0.413/+0.693, fin34b +0.453/+0.621, fin34c +0.024/-0.416 (MIXED-LENS, India alone -0.597). fin34d excluded at a 0.1pp weighted level	G3 fin34 items are narrow INDICATORS-unregistered variants of the wage/payment-mode concept, declared; G4 71 economies; G6 ok, -0.553 vs -0.552 full; B6 2000-draw bootstrap CI and p_boot on every cell; B9 unweighted twin on all six cells, lenses agree on fin34c and DISAGREE on fin34b and on fin34c-vs-account (both logged mixed-lens); B10 neff 7.2 against nominal n 71 on every cell; B12 largest named leave-one-out reported per cell, Brazil +0.096 on the keep cell and India -0.597 on the mixed-lens account cell	The cycle B2 breadth cell: fin34 had ZERO ledger mentions and was the best-covered untouched country module after E45 took fin31. NO parent finding -- a breadth draw, not a descendant. The four-way classification is the direct fix for the error E45 logged against itself, and it earned its keep immediately: E45 independence definition would have missed fin34c exactly as it missed fin31d_s. B4 does not apply in its usual form (a level-orientation claim, not a delta-window association), so this is keep on lens agreement, not keep-general. Both candidate cash margins share an unusual trajectory -- a decade-long fall then a REBOUND in the last window (fin34c 15.9 -> 8.0 -> 15.2; fin31d 47.1 -> 20.5 -> 26.6). Item meanings inferred from levels and coverage only; which wage mode fin34c is remains UNKNOWN and no behavioural reading may be attached to it
E48a	hypothesis	36448ed	discard-weighted	delta-delta-multi	2014->17|2017->21|2014->2024	pan_dev	71-77	7.2-7.5	-0.336	-0.266	E45	The cash margin does NOT retreat where digital payment advances in a way both lenses agree on: r(d fin31d, d g20_any) clears -0.30 on both lenses in only 1 of 3 registered cells (2017->21). The weighted lens would have kept it 3/3 (-0.400 / -0.759 / -0.336) and the unweighted lens 1/3 (-0.159 / -0.352 / -0.266), so the lens dependence IS the finding. E45 counter-moving LEVEL correlation is therefore a cross-sectional composition fact (cash-heavy economies are digital-poor economies), not a within-country dynamic one	pan_dev. r(d fin31d, d g20_any) in 2014->2017, 2017->2021 and the 2014->2024 long difference; bar r <= -0.30 on BOTH lenses in >= 2 of the 3 registered cells. 2021->2024 is PEEKED (E45) and reported as a sign reference only, never a keep. fin31d_s excluded (E45 recorded it as 2021->24 only). E35 rule: E45 peeked cell recomputed in-file first	PRIMARY DISCARD-WEIGHTED, 1 of 3 on both lenses. 2014->2017 r_w -0.400 [-0.704,+0.239] p_boot 0.354 G6 -0.137 r_u -0.159; 2017->2021 r_w -0.759 [-0.857,-0.431] p_boot 0.000 G6 -0.555 r_u -0.352; 2014->2024 r_w -0.336 [-0.627,+0.010] p_boot 0.062 G6 -0.450 r_u -0.266; peeked reference 2021->2024 r_w -0.113 r_u -0.317	E35 in-file reproduction OK (r_w -0.113 and r_u -0.317, both exact against E45); G3 fin31d is a narrow INDICATORS-unregistered variant, declared; G4 71-77 economies; G6 reported per cell and it GUTS the 2014->17 cell (-0.400 -> -0.137); B6 2000-draw bootstrap CI and p_boot per cell, two of three CIs straddle zero; B9 unweighted twin per cell and the lenses SPLIT, hence discard-weighted; B10 neff 7.2-7.5 vs nominal n 71-77; B12 largest named leave-one-out is CHINA +0.412 on the 2014->17 cell, China +0.170 on 2017->21, Viet Nam +0.117 on the long difference	Agenda item 7.6. Parent E45 (second descendant; E47 has a different parent, so rule B3 is not approached). The registered NULL READING was written into the pre-registration before the answer and is reproduced verbatim in the log: a failure here does not rehabilitate the digital headline, it separates a level fact from a change fact -- the distinction this ledger failed at in E31 and E36. The 2014->17 cell is a pure big-country cell (China alone +0.412)
